
# Histogram of root heights across sites : 
0	0.006217199999999999	0.006342799999999999	0.006531199999999999	0.007033599999999999	0.007473199999999999	0.007661599999999999	0.0079756
99	0.006215	0.0063525000000000005	0.00649	0.006985	0.0074800000000000005	0.0076725000000000005	0.0078375
198	0.006215	0.0063525000000000005	0.00649	0.006985	0.0074800000000000005	0.0076725000000000005	0.0078375
297	0.006222	0.0063525	0.0064975	0.0069905	0.0074979999999999995	0.007657499999999999	0.0078315
396	0.006222	0.0063525	0.0064975	0.0069905	0.0074979999999999995	0.007657499999999999	0.007817
495	0.006222	0.0063525	0.0064975	0.0069759999999999996	0.0074979999999999995	0.007657499999999999	0.007817
594	0.006222	0.0063525	0.0064975	0.0069759999999999996	0.0074979999999999995	0.007642999999999999	0.007817
693	0.006222	0.0063525	0.0064975	0.0069759999999999996	0.0074979999999999995	0.007642999999999999	0.007802499999999999
792	0.006236499999999999	0.0063525	0.0064975	0.0069759999999999996	0.0074979999999999995	0.007642999999999999	0.007802499999999999
891	0.006236499999999999	0.0063525	0.0064975	0.0069759999999999996	0.0074979999999999995	0.007642999999999999	0.007802499999999999
990	0.006236499999999999	0.0063525	0.0064975	0.0069759999999999996	0.007483499999999999	0.007642999999999999	0.007802499999999999
1089	0.0062299	0.006352	0.0064963	0.0069736	0.0074953	0.0076396	0.0077617
1188	0.006225399999999999	0.0063441999999999995	0.006492699999999999	0.006977799999999999	0.007492599999999999	0.0076311999999999994	0.007759899999999998
1287	0.006225399999999999	0.0063441999999999995	0.006492699999999999	0.006977799999999999	0.007492599999999999	0.0076311999999999994	0.007759899999999998
1386	0.006225399999999999	0.0063441999999999995	0.006492699999999999	0.006977799999999999	0.007492599999999999	0.0076311999999999994	0.007759899999999998
1485	0.006225399999999999	0.0063441999999999995	0.006492699999999999	0.006977799999999999	0.007492599999999999	0.0076311999999999994	0.00775
1584	0.006225399999999999	0.0063441999999999995	0.006492699999999999	0.006977799999999999	0.007482699999999998	0.0076311999999999994	0.00775
1683	0.006229999999999999	0.0063476	0.0064946	0.0069748	0.0074844	0.0076314	0.007748999999999999
1782	0.006229999999999999	0.0063476	0.0064946	0.0069748	0.0074844	0.0076314	0.007748999999999999
1881	0.006229999999999999	0.0063476	0.0064946	0.0069748	0.0074844	0.0076314	0.007748999999999999
1980	0.006432	0.0065928	0.0067536	0.0390744	0.0459084	0.0479988	0.049848
2079	0.021090300000000003	0.030311600000000005	0.037524300000000003	0.042363200000000004	0.0479325	0.04984980000000001	0.0517671
2178	0.0331419	0.0369765	0.0385286	0.042637100000000004	0.0482064	0.05012370000000001	0.05222360000000001
2277	0.0370168	0.0381214	0.039068200000000004	0.0427765	0.0485362	0.0506665	0.053033500000000004
2376	0.037516	0.038263	0.0390847	0.0428944	0.0486463	0.0508126	0.053352399999999994
